S.No,name,title,male,culture,dateOfBirth,house,book1,book2,book3,book4,book5,isMarried,isNoble,age,numDeadRelations,popularity,isAlive,have_high_title
727,Lum,no_title,1,westermen,,House Lannister,0,0,1,1,0,0,0,,0,0.0133779264214046,1,0
728,Luton,no_title,1,Northmen,,House Bolton,0,0,0,0,1,0,0,,0,0.0234113712374581,0,0
729,Luthor Tyrell (son of Moryn),no_title,0,unknown,,House Tyrell,0,0,1,1,0,1,1,,0,0.130434782608695,1,0
730,Luthor Tyrell (son of Theodore),no_title,1,unknown,,House Tyrell,0,0,1,1,0,0,0,,0,0.137123745819397,1,0
731,Lymond Mallister,no_title,0,unknown,,House Mallister,0,0,0,0,0,0,1,,0,0.0133779264214046,1,0
732,Lync,no_title,0,unknown,,Night's Watch,0,1,0,0,0,0,0,,0,0.0066889632107023,1,0
733,Lyonel (knight),no_title,1,unknown,,House Lannister,0,1,0,0,0,0,1,,0,0.0133779264214046,1,0
734,Lyonel Bentley,no_title,0,unknown,,Queensguard,0,0,0,0,0,0,1,,0,0.0133779264214046,0,0
735,Lyonel Tyrell (lord),Lord,1,Reach,,House Tyrell,0,0,0,0,0,0,1,,0,0.020066889632107,0,1
736,Lysa Meadows,no_title,0,unknown,,House Meadows,0,0,1,1,0,1,0,,0,0.130434782608695,1,0
737,Lyonel Tyrell (son of Leo),no_title,0,unknown,,House Tyrell,0,0,1,1,0,0,0,,0,0.130434782608695,1,0
738,Maddy,no_title,0,unknown,,House Arryn,0,0,0,1,1,0,0,,0,0.0133779264214046,1,0
739,Maerie (Goodwife),no_title,0,unknown,,unknown,0,0,1,0,0,0,1,,0,0.0033444816053511,1,0
740,Maerie (Whore),no_title,0,unknown,,unknown,0,0,1,0,0,0,0,,0,0.0033444816053511,0,0
741,Maggy,no_title,1,unknown,,unknown,0,0,1,1,0,0,0,,0,0.0568561872909698,1,0
742,Malcolm,no_title,0,unknown,,unknown,0,1,0,0,0,0,1,,0,0.0066889632107023,1,0
743,Malleon,no_title,1,unknown,,unknown,1,0,0,0,0,0,1,,0,0.0167224080267558,1,0
744,Malliard,no_title,1,unknown,,Alchemists' Guild,0,1,0,0,0,0,1,,0,0.0066889632107023,1,0
745,Mallor (Knight),no_title,1,unknown,,unknown,0,0,0,0,0,0,1,,0,0.0,1,0
746,Mallor,no_title,0,unknown,,House Lannister,1,0,0,0,0,0,0,,0,0.0066889632107023,1,0
747,Manfred Dondarrion,no_title,1,unknown,,House Dondarrion,0,0,0,0,0,0,1,,0,0.0100334448160535,1,0
748,Manfred Lothston,no_title,1,unknown,,House Lothston,0,0,0,0,0,0,0,,0,0.0100334448160535,1,0
749,Manfred Swann,no_title,0,unknown,,House Swann,0,0,1,0,0,0,1,,0,0.0167224080267558,1,0
750,Manfryd Lothston,no_title,1,unknown,,House Lothston,0,0,0,1,0,0,0,,0,0.0066889632107023,1,0
751,Manfryd Yew,no_title,0,unknown,,House Yew,0,0,0,1,1,0,1,,0,0.020066889632107,1,0
752,Marei,no_title,1,unknown,280.0,Chataya's brothel,0,1,1,1,1,0,0,25.0,0,0.0434782608695652,1,0
753,Marghaz zo Loraq,no_title,1,Ghiscari,,House of Loraq,0,0,0,0,1,0,0,,0,0.0334448160535117,1,0
754,Maris,no_title,0,Free folk,,unknown,0,0,0,0,1,0,0,,0,0.0066889632107023,1,0
755,Marq Grafton,no_title,1,unknown,,House Grafton,0,0,0,1,0,0,0,,0,0.0301003344481605,0,0
756,Martyn Mullendore,no_title,0,unknown,,House Mullendore,0,0,0,1,0,0,1,,0,0.0066889632107023,1,0
757,Maslyn,no_title,0,unknown,,Night's Watch,0,0,1,0,0,0,0,,0,0.0133779264214046,0,0
758,Mathos Mallarawan,no_title,0,Qartheen,,unknown,0,1,0,0,0,0,0,,0,0.0167224080267558,1,0
759,Matrice,no_title,0,unknown,,House Baratheon of Dragonstone,0,1,0,0,0,0,0,,0,0.0033444816053511,1,0
760,Matt,no_title,1,unknown,,unknown,0,0,1,0,0,0,0,,0,0.0033444816053511,1,0
761,Maynard,no_title,1,unknown,,unknown,0,0,1,1,0,0,1,,0,0.0133779264214046,1,0
762,Maynard Plumm,no_title,1,unknown,,House Plumm,0,0,0,0,0,0,1,,0,0.0234113712374581,1,0
763,Mazdhan zo Loraq,no_title,1,Ghiscaricari,,House of Loraq,0,0,0,0,1,0,0,,0,0.0100334448160535,1,0
764,Mebble,no_title,1,unknown,,unknown,0,1,0,0,0,0,0,,0,0.0066889632107023,1,0
765,Meha,no_title,0,Free Folk,,unknown,0,0,0,0,1,0,0,,0,0.0066889632107023,1,0
766,Mela,no_title,0,unknown,,House Arryn,0,0,0,1,1,0,0,,0,0.0100334448160535,1,0
767,Meizo Mahr,no_title,0,unknown,,unknown,0,0,1,0,0,0,0,,0,0.0066889632107023,1,0
768,Melaquin,no_title,0,unknown,,unknown,0,0,0,0,0,0,1,,0,0.0,1,0
769,Medwick Tyrell,no_title,1,unknown,,unknown,0,0,1,1,0,0,1,,0,0.120401337792642,1,0
770,Meliana,no_title,0,unknown,,unknown,0,0,1,0,0,0,0,,0,0.0,1,0
771,Melicent,no_title,0,unknown,,unknown,0,0,0,1,0,0,0,,0,0.0033444816053511,1,0
772,Mellei,no_title,0,unknown,,House Martell,0,0,0,1,0,0,0,,0,0.0100334448160535,1,0
773,Melly,no_title,0,unknown,,Brotherhood Without Banners,0,0,1,0,0,0,0,,0,0.0033444816053511,1,0
774,Mellos,no_title,1,unknown,,unknown,0,0,0,0,0,0,1,,0,0.237458193979933,1,0
775,Meralyn,no_title,0,Braavosi,,Happy Port,0,0,0,1,0,0,0,,0,0.0267558528428093,1,0
776,Merling Queen,no_title,0,Braavosi,,unknown,0,0,0,1,1,0,0,,0,0.020066889632107,1,0
777,Mero,no_title,1,Braavosi,,Second Sons,0,0,1,0,1,0,0,,0,0.0468227424749163,0,0
778,Merrell Florent,no_title,1,unknown,,House Florent,0,1,1,1,0,0,0,,0,0.0668896321070234,1,0
779,Michael Mertyns,no_title,1,unknown,,House Mertyns,0,0,0,1,0,0,1,,0,0.0066889632107023,1,0
780,Miklaz,no_title,0,Ghiscari,,unknown,0,0,0,0,1,0,1,,0,0.0167224080267558,1,0
781,Mollander,no_title,1,unknown,,unknown,0,0,0,1,0,0,0,,0,0.0367892976588628,1,0
782,Mollos,no_title,0,unknown,,unknown,0,0,0,1,0,0,1,,0,0.0100334448160535,1,0
783,Moonshadow,no_title,0,Braavos,,unknown,0,0,0,1,0,0,0,,0,0.0100334448160535,1,0
784,Moreo Tumitis,no_title,1,unknown,268.0,unknown,1,0,0,0,0,0,0,37.0,0,0.0100334448160535,1,0
785,Morgarth,no_title,1,unknown,,House Baelish,0,0,0,1,1,0,1,,0,0.0167224080267558,1,0
786,Moro,no_title,1,Dothraki,,unknown,1,0,0,1,0,0,0,,0,0.0167224080267558,1,0
787,Morra,no_title,0,unknown,,House Martell,0,0,0,1,0,0,0,,0,0.0100334448160535,1,0
788,Morrec,no_title,1,unknown,,House Lannister,1,0,0,0,0,0,0,,0,0.0267558528428093,0,0
789,Mors Manwoody,no_title,1,unknown,,House Manwoody,0,0,1,1,0,0,0,,0,0.0234113712374581,1,0
790,Mortimer Boggs,no_title,1,unknown,,House Boggs,0,0,0,0,0,0,1,,0,0.0133779264214046,1,0
791,Mors Martell (brother of Doran),no_title,1,unknown,248.0,House Martell,0,0,0,1,0,0,0,0.0,0,0.0668896321070234,0,0
792,Mother Mole,no_title,0,Free Folk,,unknown,0,0,0,0,1,0,0,,0,0.0434782608695652,1,0
793,Mudge (brotherhood),no_title,0,unknown,,Brotherhood without banners,0,0,0,0,0,0,0,,0,0.0,1,0
794,Mudge (miller),no_title,1,unknown,,unknown,0,0,1,0,0,0,0,,0,0.0033444816053511,1,0
795,Mudge (swineherd),no_title,1,unknown,,House Osgrey,0,0,0,0,0,0,0,,0,0.0,1,0
796,Munciter,no_title,1,unknown,,Alchemists' Guild,0,1,0,0,0,0,1,,0,0.0066889632107023,1,0
797,Mully,no_title,1,unknown,,Night's Watch,0,0,1,1,1,0,0,,0,0.0501672240802675,1,0
798,Murch,no_title,1,unknown,,unknown,0,1,0,0,0,0,0,,0,0.0100334448160535,1,0
799,Murch (Winterfell),no_title,1,Northmen,,House Stark,0,1,0,0,0,0,0,,0,0.0033444816053511,1,0
800,Myles (squire),no_title,1,unknown,,House Tully,0,1,0,0,0,0,0,,0,0.0133779264214046,0,0
801,Myrtle,no_title,0,Free Folk,,unknown,0,0,0,0,1,0,0,,0,0.0468227424749163,0,0
802,Nage,no_title,1,unknown,,House Bolton,0,0,1,0,0,0,0,,0,0.0033444816053511,1,0
803,Nail,no_title,0,unknown,,Second Sons,0,0,0,0,1,0,0,,0,0.0133779264214046,1,0
804,Narbert,no_title,0,unknown,,unknown,0,0,0,1,0,0,1,,0,0.0267558528428093,1,0
805,Narbo,no_title,0,Braavosi,,unknown,0,0,0,1,0,0,0,,0,0.0100334448160535,1,0
806,Nan,no_title,0,unknown,,House Stark,1,1,1,1,1,0,0,,0,0.0969899665551839,1,0
807,Ned (ferryman),no_title,1,unknown,,unknown,0,0,0,0,0,0,0,,0,0.0033444816053511,1,0
808,Nella,no_title,0,Free Folk,,unknown,0,1,1,1,0,1,0,,0,0.020066889632107,1,0
809,Ned Woods,no_title,1,Northmen,,House Woods,0,0,0,0,1,0,0,,0,0.0167224080267558,1,0
810,Nissa Nissa,no_title,1,unknown,,unknown,0,1,0,0,0,1,0,,0,0.020066889632107,1,0
811,Nightingale,no_title,0,unknown,,unknown,0,0,0,1,0,0,0,,0,0.0167224080267558,1,0
812,Nolla,no_title,0,unknown,,unknown,0,0,1,0,0,0,1,,0,0.0,1,0
813,Norjen,no_title,0,Ironmen,,Drowned men,0,0,0,1,0,0,0,,0,0.0066889632107023,1,0
814,Norren,no_title,1,unknown,,unknown,0,0,0,1,0,0,1,,0,0.0167224080267558,1,0
815,Nymos,no_title,0,unknown,,unknown,0,0,0,1,0,0,1,,0,0.0066889632107023,1,0
816,Normund Tyrell,no_title,0,unknown,,unknown,0,0,1,1,0,0,1,,0,0.127090301003344,1,0
817,Ocley,no_title,0,unknown,,unknown,0,0,0,1,0,0,1,,0,0.0066889632107023,1,0
818,Ogo,no_title,1,Dothraki,,unknown,1,0,0,0,0,0,0,,0,0.0367892976588628,0,0
819,Old Crackbones,no_title,1,unknown,,unknown,0,0,0,1,0,0,0,,0,0.0,1,0
820,Old Grey Gull,no_title,1,Ironborn,,Drowned men,0,0,0,1,1,0,0,,0,0.0100334448160535,1,0
821,Old Tattersalt,no_title,1,unknown,,Night's Watch,0,0,0,1,1,0,0,,0,0.0133779264214046,1,0
822,Old Henly,no_title,1,unknown,220.0,Night's Watch,0,0,1,0,0,0,0,79.0,0,0.0133779264214046,0,0
823,Olyvar Oakheart,no_title,1,unknown,,House Oakheart,0,0,0,1,0,0,1,,0,0.0234113712374581,0,0
824,Olene Tyrell,no_title,0,unknown,,House Tyrell,0,0,1,1,0,1,0,,0,0.127090301003344,1,0
825,Orbelo,no_title,1,Braavosi,,unknown,0,0,0,1,0,0,0,,0,0.0133779264214046,1,0
826,Orivel,no_title,1,unknown,,Kingsguard,0,0,0,1,0,0,1,,0,0.0033444816053511,1,0
827,Orell,no_title,1,Free Folk,,unknown,0,1,1,1,1,0,0,,0,0.0802675585284281,0,0
828,Ormond (knight),no_title,0,unknown,,unknown,0,0,0,0,0,0,1,,0,0.0,0,0
829,Ormond Osgrey,no_title,0,unknown,,House Osgrey,0,0,0,0,0,0,1,,0,0.0100334448160535,1,0
830,Ormond Westerling,no_title,0,unknown,,House Westerling,0,0,0,0,0,0,1,,0,0.0,1,0
831,Oro Tendyris,no_title,1,Braavosi,,unknown,0,1,1,1,0,0,0,,0,0.0133779264214046,1,0
832,Ormund Wylde,no_title,1,unknown,,House Wylde,0,0,0,0,1,0,1,,0,0.0133779264214046,1,0
833,Osmynd,no_title,0,unknown,,Faith of the Seven,0,1,0,0,0,0,0,,0,0.0033444816053511,1,0
834,Ossy,no_title,0,unknown,,House Royce of the Gates of the Moon,0,0,0,1,0,0,0,,0,0.0100334448160535,1,0
835,Oswyn,no_title,0,unknown,,Kingswood Brotherhood,0,0,1,0,0,0,0,,0,0.0033444816053511,1,0
836,Othor,no_title,1,unknown,,Night's Watch,1,0,0,0,0,0,0,,0,0.0568561872909698,0,0
837,Otter Gimpknee,no_title,0,unknown,,unknown,0,1,1,0,0,0,0,,0,0.0066889632107023,1,0
838,Ottomore,no_title,1,unknown,,unknown,0,0,0,1,0,0,0,,0,0.0066889632107023,1,0
839,Owen (brother of Meribald),no_title,1,unknown,,unknown,0,0,0,1,0,0,0,,0,0.0133779264214046,1,0
840,Owen,no_title,1,unknown,,Night's Watch,0,0,1,1,1,0,0,,0,0.0367892976588628,1,0
841,Owen Inchfield,no_title,0,unknown,,House Inchfield,0,0,0,1,0,0,1,,0,0.0133779264214046,1,0
842,Palla,no_title,0,Northmen,,House Stark,0,1,0,1,0,0,0,,1,0.020066889632107,1,0
843,Pate (Old),no_title,1,unknown,,unknown,0,0,1,0,0,0,0,,0,0.0066889632107023,1,0
844,Pate (Mory),no_title,1,unknown,,unknown,0,0,1,0,0,0,0,,0,0.0033444816053511,1,0
845,Pate (Lancewood),no_title,1,unknown,,unknown,0,0,1,0,0,0,0,,0,0.0033444816053511,1,0
846,Pate (Pinchbottom),no_title,0,unknown,,unknown,0,0,0,0,0,0,0,,0,0.0033444816053511,0,0
847,Pate (Night's Watch),no_title,0,unknown,,Night's Watch,0,0,0,0,0,0,0,,0,0.0066889632107023,1,0
848,Pate (Shermer's Grove),no_title,1,unknown,,unknown,0,0,0,0,0,0,0,,0,0.0033444816053511,1,0
849,Pate (Standfast),no_title,1,unknown,161.0,House Osgrey,0,0,0,0,0,0,0,100.0,0,0.0133779264214046,0,0
850,Penny Jenny,no_title,0,unknown,,unknown,0,0,0,0,0,0,0,,0,0.0033444816053511,1,0
851,Penny,no_title,0,unknown,281.0,Second Sons,0,0,1,0,1,0,0,24.0,0,0.187290969899665,1,0
852,Perros Blackmont,no_title,1,Dornish,,House Blackmont,0,0,1,1,0,0,0,,0,0.020066889632107,1,0
853,Perwyn Osgrey,no_title,0,unknown,,House Osgrey,0,0,0,0,0,0,1,,0,0.0066889632107023,1,0
854,Peter Plumm,no_title,1,unknown,,House Plumm,0,0,1,1,0,0,1,,0,0.0267558528428093,1,0
855,Plummer,no_title,0,unknown,,House Ashford,0,0,0,0,0,0,1,,0,0.0,1,0
856,Poetess,no_title,0,Braavosi,,unknown,0,0,0,1,0,0,0,,0,0.0100334448160535,1,0
857,Pollitor,no_title,1,unknown,,Alchemists' Guild,0,1,0,0,0,0,1,,0,0.0100334448160535,1,0
858,Porridge,no_title,1,unknown,,House Baratheon of Dragonstone,0,0,1,0,0,0,0,,0,0.0066889632107023,1,0
859,Porther,no_title,1,northmen,,House Stark,1,1,0,0,0,0,0,,0,0.0100334448160535,1,0
860,Portifer Woodwright,no_title,0,unknown,,unknown,0,0,0,1,0,0,1,,0,0.0100334448160535,1,0
861,Poul Pemford,no_title,1,unknown,,House Pemford,0,1,0,0,0,0,0,,0,0.0066889632107023,0,0
862,Poxy Tym,no_title,1,northmen,,House Stark,0,1,0,0,0,0,0,,0,0.0100334448160535,0,0
863,Praed,no_title,1,unknown,,unknown,0,1,0,0,0,0,0,,0,0.0167224080267558,0,0
864,Puckens,no_title,0,unknown,,House Lannister,0,0,0,1,0,0,0,,0,0.0133779264214046,1,0
865,Pudding,no_title,0,unknown,,unknown,0,0,0,0,0,0,0,,0,0.0033444816053511,1,0
866,Puddingfoot,no_title,0,unknown,,Brotherhood without banners,0,0,1,0,0,0,0,,0,0.0033444816053511,1,0
867,Qalen,no_title,1,unknown,,House Greyjoy,0,1,0,1,0,0,1,,0,0.0100334448160535,1,0
868,Qarl the Thrall,no_title,0,Ironborn,,unknown,0,0,0,1,1,0,0,,0,0.0167224080267558,1,0
869,Qarl Kenning,no_title,0,Ironborn,,House Kenning of Harlaw,0,0,0,0,1,0,0,,0,0.0066889632107023,1,0
870,Qarl Correy,no_title,1,unknown,,House Velaryon,0,0,0,0,0,0,1,,0,0.0267558528428093,1,0
871,Qarl Shepherd,no_title,0,Ironborn,,House Shepherd,0,0,0,0,1,0,0,,0,0.0066889632107023,1,0
872,Qarl Quickaxe,no_title,1,Ironmen,,unknown,0,0,0,0,1,0,0,,0,0.0033444816053511,1,0
873,Qos,no_title,1,unknown,,unknown,1,0,0,0,0,0,1,,0,0.0033444816053511,1,0
874,Quellon Humble,no_title,1,Ironborn,,House Humble,0,0,0,1,1,0,0,,0,0.020066889632107,1,0
875,Quaro,no_title,0,Dothraki,,unknown,1,0,0,0,1,0,0,,0,0.0301003344481605,0,0
876,Aelinor Penrose,no_title,0,unknown,,House Penrose,0,0,0,0,0,1,1,,0,0.163879598662207,1,0
877,Aemon Estermont,no_title,1,Stormlands,,House Estermont,0,1,1,1,1,0,1,,0,0.0301003344481605,1,0
878,Aemon Rivers,no_title,1,unknown,,House Frey,0,1,1,1,0,0,1,,0,0.0334448160535117,1,0
879,Aglantine,no_title,0,unknown,,Faith of the Seven,0,0,0,1,1,0,0,,0,0.0133779264214046,1,0
880,Aladale Wynch,no_title,1,Ironborn,,House Wynch,0,1,1,0,0,0,1,,0,0.020066889632107,0,0
881,Albett,no_title,1,unknown,,Night's Watch,1,1,1,1,1,0,0,,0,0.0334448160535117,1,0
882,Albar Royce,no_title,1,unknown,,House Royce of the Gates of the Moon,1,1,1,1,1,0,1,,0,0.0334448160535117,1,0
883,Alesander Staedmon,no_title,0,unknown,,House Staedmon,0,1,1,1,0,0,1,,0,0.0133779264214046,1,0
884,Alekyne Florent,no_title,1,unknown,,House Florent,0,1,1,1,0,0,1,,0,0.0668896321070234,1,0
885,Alesander Frey,no_title,0,unknown,265.0,House Frey,0,1,1,1,0,0,0,40.0,0,0.1438127090301,1,0
886,Alester Norcross,no_title,1,unknown,290.0,House Norcross,0,1,1,1,0,0,0,15.0,0,0.0802675585284281,1,0
887,Allard Seaworth,Lady,1,unknown,,House Seaworth,0,1,1,1,1,0,1,,0,0.0635451505016722,0,1
888,Allar Deem,no_title,1,unknown,,City Watch of King's Landing,0,1,0,0,0,0,0,,0,0.0434782608695652,0,0
889,Alla Tyrell,no_title,0,unknown,286.0,House Tyrell,0,0,1,1,1,0,0,19.0,0,0.150501672240802,1,0
890,Alyn Cockshaw,Lord,1,unknown,,House Cockshaw,0,0,0,0,0,0,1,,0,0.040133779264214,0,1
891,Alyce Graceford,Lady,0,unknown,,House Graceford,0,0,1,1,1,0,1,,0,0.0234113712374581,1,1
892,Alyn Connington,no_title,0,unknown,,House Connington,0,0,1,1,0,0,1,,0,0.060200668896321,1,0
893,Alyn Ambrose,no_title,1,unknown,,House Ambrose,0,1,1,1,1,0,0,,0,0.0334448160535117,1,0
894,Alyn Estermont,no_title,1,Stormlands,,House Estermont,0,1,1,1,1,0,1,,0,0.0267558528428093,1,0
895,Alyn Stackspear,no_title,0,unknown,,House Stackspear,1,1,1,1,1,0,1,,0,0.0267558528428093,1,0
896,Alyn Frey,no_title,1,unknown,295.0,House Frey,0,1,1,1,0,0,0,10.0,0,0.137123745819397,1,0
897,Alyn Haigh,no_title,0,unknown,256.0,House Haigh,0,1,1,1,0,0,0,49.0,0,0.0735785953177257,1,0
898,Alysanne Bulwer,no_title,0,unknown,291.0,House Bulwer,0,0,1,1,1,0,1,14.0,0,0.153846153846153,1,0
899,Alysanne Lefford,no_title,0,unknown,,House Lefford,0,0,0,1,1,0,1,,0,0.0133779264214046,1,0
900,Alys Frey,no_title,0,unknown,,House Frey,0,1,1,1,0,1,0,,0,0.0668896321070234,1,0
901,Alyssa Blackwood,Lady,0,unknown,,House Blackwood,0,1,1,1,1,1,1,,0,0.0969899665551839,0,1
902,Alyx Frey,no_title,0,unknown,282.0,House Frey,0,1,1,1,0,0,0,23.0,0,0.1438127090301,1,0
903,Amarei Crakehall,no_title,0,unknown,245.0,House Crakehall,0,1,1,1,1,1,0,19.0,0,0.153846153846153,0,0
904,Ambrose Butterwell,no_title,1,unknown,160.0,House Butterwell,0,0,0,0,0,1,1,100.0,0,0.414715719063545,0,0
905,Andar Royce,no_title,1,Valemen,,House Royce,1,1,1,1,1,0,1,,0,0.040133779264214,1,0
906,Andros Brax,no_title,1,unknown,,House Brax,1,0,1,0,0,0,1,,0,0.0535117056856187,0,0
907,Antario Jast,Lord,1,unknown,,House Jast,0,1,1,1,1,1,1,,0,0.0802675585284281,1,1
908,Andrew Estermont,no_title,1,unknown,,House Estermont,0,1,1,1,1,0,1,,0,0.0367892976588628,1,0
909,Annara Farring,Lady,0,unknown,,House Farring,0,1,1,1,1,1,1,,0,0.0635451505016722,1,1
910,Ardrian Celtigar,no_title,1,unknown,229.0,House Celtigar,0,1,1,0,0,0,1,76.0,0,0.0434782608695652,1,0
911,Anya Waynwood,no_title,0,unknown,,House Waynwood,1,1,1,1,1,0,1,,0,0.0869565217391304,1,0
912,Androw Frey,no_title,1,unknown,295.0,House Frey,0,1,1,1,0,0,0,10.0,0,0.133779264214046,1,0
913,Armond Caswell,no_title,1,unknown,,House Caswell,0,0,0,0,0,0,1,,0,0.0066889632107023,1,0
914,Arthur Ambrose,Lord,1,unknown,,House Ambrose,0,0,1,1,1,1,1,,0,0.060200668896321,1,1
915,Arthor Karstark,no_title,1,Northmen,,House Karstark,0,0,0,0,1,0,0,,0,0.0434782608695652,1,0
916,Arwyn Frey,no_title,0,unknown,285.0,House Frey,0,1,1,1,1,0,0,20.0,0,0.0468227424749163,1,0
917,Artos Stark,no_title,1,Northmen,,House Stark,0,1,0,0,1,1,0,,0,0.103678929765886,1,0
918,Arwood Frey,no_title,1,unknown,263.0,House Frey,0,1,1,1,0,1,1,42.0,0,0.163879598662207,1,0
919,Lord Ashford,no_title,1,Reach,,House Ashford,0,0,0,0,0,0,1,,0,0.0100334448160535,1,0
920,Azzak,no_title,0,Ghiscari,,House of Ghazeen,0,0,0,0,1,0,1,,0,0.0167224080267558,1,0
921,Baelor Hightower,no_title,1,unknown,,House Hightower,0,0,1,1,0,1,1,,0,0.0668896321070234,1,0
922,Balman Byrch,no_title,1,unknown,,House Byrch,0,0,1,1,1,1,1,,0,0.0735785953177257,0,0
923,Barth,no_title,1,unknown,,Faith of the Seven,0,0,1,1,1,0,0,,0,0.354515050167224,0,0
924,Bayard Norcross,no_title,0,unknown,,House Norcross,0,0,0,1,1,0,1,,0,0.020066889632107,1,0
925,Bedwyck,no_title,1,unknown,,Night's Watch,0,1,1,1,1,0,0,,0,0.0501672240802675,1,0
926,Barthogan Stark,no_title,1,Northmen,,House Stark,0,1,0,0,0,0,1,,0,0.127090301003344,1,0
927,Bellena Hawick,no_title,0,unknown,,House Hawick,0,1,1,1,0,1,0,,0,0.133779264214046,1,0
928,Benedar Belmore,no_title,1,unknown,,House Belmore,0,0,0,1,1,0,1,,0,0.0267558528428093,1,0
929,Benedict Broom,no_title,0,unknown,,House Broom,0,1,1,1,1,0,1,,0,0.020066889632107,1,0
930,Bennard Brune,no_title,1,unknown,,House Brune of Brownhollow,0,0,0,1,0,0,1,,0,0.0100334448160535,1,0
931,Benfrey Frey,no_title,1,unknown,271.0,House Frey,0,1,1,1,1,1,1,28.0,0,0.0735785953177257,0,0
932,Beren Tallhart,no_title,1,Northmen,289.0,House Tallhart,0,1,1,1,1,0,0,16.0,0,0.0702341137123745,1,0
933,Berena Hornwood,no_title,0,Northmen,,House Hornwood,0,1,1,1,1,1,0,,0,0.0635451505016722,1,0
934,Beth Cassel,no_title,0,Northmen,289.0,House Cassel,1,1,1,1,1,0,0,16.0,0,0.0702341137123745,1,0
935,Beron Stark,no_title,1,Northmen,,House Stark,0,1,0,0,0,1,1,,0,0.234113712374581,1,0
936,Bhakaz zo Loraq,no_title,1,Ghiscari,,House of Loraq,0,0,0,0,1,0,1,,0,0.0033444816053511,1,0
937,Bethany Redwyne,no_title,0,unknown,,House Redwyne,1,0,0,0,0,1,1,,0,0.060200668896321,1,0
938,Bethany Rosby,Lady,0,unknown,265.0,House Rosby,0,1,1,1,1,1,1,17.0,0,0.0668896321070234,0,1
939,Black Bernarr,no_title,1,unknown,,Night's Watch,0,0,1,1,1,0,0,,0,0.020066889632107,1,0
940,Betharios of Braavos,no_title,0,unknown,,House Frey,0,1,1,1,0,1,0,,0,0.140468227424749,1,0
941,Boremund Harlaw,no_title,1,Ironborn,,House Harlaw of Harridan Hill,0,0,0,1,1,0,1,,0,0.0635451505016722,1,0
942,Bradamar Frey,no_title,1,unknown,289.0,House Frey,0,1,1,1,0,0,0,16.0,0,0.140468227424749,1,0
943,Branston Cuy,Lord,0,unknown,,House Cuy,0,0,0,1,0,0,1,,0,0.0066889632107023,1,1
944,Brandon Tallhart,no_title,1,Northmen,284.0,House Tallhart,0,1,1,1,1,0,0,21.0,0,0.060200668896321,1,0
945,Bryan Fossoway,no_title,1,unknown,,House Fossoway of Cider Hall,0,1,0,0,0,0,1,,0,0.0267558528428093,0,0
946,Bryan Frey,no_title,1,unknown,281.0,House Frey,0,1,1,1,0,0,0,24.0,0,0.100334448160535,1,0
947,Bryen Farring,no_title,1,unknown,,House Farring,0,1,1,1,1,0,0,,0,0.0334448160535117,0,0
948,Bryen Caron,Lord,1,unknown,,House Caron,0,0,0,0,0,0,1,,0,0.0267558528428093,0,1
949,Burton Crakehall,no_title,1,unknown,,House Crakehall,1,1,1,1,0,0,1,,0,0.0367892976588628,0,0
950,Craghas Drahar,no_title,1,Myrish,,Kingdom of the Three Daughters,0,0,0,0,0,0,0,,0,0.0167224080267558,0,0
951,Carolei Waynwood,no_title,0,unknown,,House Waynwood,0,1,1,1,0,1,0,,0,0.140468227424749,1,0
952,Lord Caswell,no_title,1,unknown,,House Caswell,0,0,0,0,1,0,1,,0,0.0133779264214046,1,0
953,Cayn,no_title,1,Northmen,,House Stark,1,1,0,0,0,0,0,,0,0.0301003344481605,0,0
954,Cerenna Lannister,no_title,0,unknown,,House Lannister,1,1,1,1,1,0,0,,0,0.0702341137123745,1,0
955,Cersei Frey,no_title,0,unknown,292.0,House Frey,0,1,1,1,0,0,0,13.0,0,0.133779264214046,1,0
956,Chayle,no_title,1,unknown,,unknown,1,1,1,0,0,0,0,,0,0.0635451505016722,0,0
957,Clarent Crakehall,no_title,0,unknown,,House Crakehall,0,0,0,0,0,0,1,,0,0.0100334448160535,0,0
958,Clement Crabb,no_title,1,unknown,,House Crabb,0,0,0,1,0,0,1,,0,0.0133779264214046,1,0
959,Clement Piper,no_title,1,Rivermen,,House Piper,1,0,1,1,1,0,1,,0,0.0702341137123745,1,0
960,Cley Cerwyn,no_title,1,Northmen,284.0,House Cerwyn,0,1,1,1,1,0,1,15.0,1,0.0735785953177257,0,0
961,Clubfoot Karl,no_title,1,unknown,,Night's Watch,0,0,1,1,1,0,0,,0,0.0267558528428093,0,0
962,Conwy,no_title,0,unknown,,Night's Watch,0,1,1,1,1,0,0,,0,0.0267558528428093,1,0
963,Colin Florent,no_title,0,unknown,,House Florent,0,1,1,1,0,0,1,,0,0.0836120401337792,1,0
964,Colmar Frey,no_title,1,unknown,288.0,House Frey,0,1,1,1,1,0,0,17.0,0,0.0468227424749163,1,0
965,Corliss Penny,no_title,0,unknown,,House Penny,0,0,0,1,1,0,1,,0,0.0234113712374581,1,0
966,Creighton Redfort,no_title,0,Valemen,,House Redfort,0,0,0,1,1,0,1,,0,0.0234113712374581,1,0
967,Cuger,no_title,1,unknown,,Night's Watch,1,1,1,1,1,0,0,,0,0.0066889632107023,1,0
968,Cregan Stark,no_title,1,Northmen,,House Stark,1,1,0,0,0,1,1,,0,0.484949832775919,0,0
